title,author,price
The Gift of the Magi and Other Short Stories,O. Henry,10.59
Monte Cooks Years Best D20 04,Monte Cook,10.59
CliffsNotes on Fitzgerald's The Great Gatsby,Kate Maurer,10.59
Ecuador Nature Guide,Christopher D. Jiggins,10.59
The Vital Illusion,Jean Baudrillard;Julia Witwer,10.59
Arundhati Roy's The God of Small Things,Julie Mullaney,10.59
Aristophanes' Acharnians,Aristophanes;Jeffrey Henderson,10.59
The Illustrated Hitchhiker's Guide to the Galaxy,Douglas Adams,10.59
Spellbound,Nora Roberts,10.59
David Foster Wallace's Infinite Jest,Stephen Burn,10.59
Encyclopedia Brown and the Case of the Slippery Salamander,Donald J. Sobol,10.59
Dogeaters,Jessica Tarahata Hagedorn,10.59
Love Poems,Nikki Giovanni,10.59
The Bible Cure for Diabetes,Don Colbert,10.59
Best of the Eighties,John L. Goldwater,10.59
You Can Draw Star Wars,Bonnie Burton,10.59
Life is a Dream,Pedro Calderón de la Barca;Stanley Appelbaum,10.59
The Little Prince,Antoine de Saint-Exupéry;Katherine Woods,10.59
Children's Christmas Stories and Poems,Candace Ward,10.59
The Tragical Comedy Or Comical Tragedy of Mr. Punch,Neil Gaiman,10.59
Lützen 1632,Richard Brzezinski,10.59
Medal of Honor Rising Sun,Mark Cohen,10.59
The Shawshank redemption,Mark Kermode,10.59
Among the Dolls,William Sleator,10.59
Runny Babbit,Shel Silverstein,10.59
Legend of the Five Rings,Aeg,10.59
The birds,Aristophanes;Sean O'Brien,10.59
Who Moved My Cheese?,Spencer Johnson,10.59
Calvin and Hobbes: Sunday Pages 1985-1995,Bill Watterson,10.59
The Adventures of Jimmy Skunk,Thornton W. Burgess;Harrison Cady;Thea Kliros,10.59
Existentialism and Human Emotions,Jean-Paul Sartre,10.59
Amelia Bedelia 40th Anniversary Collection,Peggy Parish,10.59
Darkness Visible,William Styron,10.59
Don DeLillo's White Noise,Leonard Orr,10.59
Macbeth,William Shakespeare,10.59
Tales of Magick,Phil Brucato;Aaron Rosenberg,10.59
Werewolves Don't Go to Summer Camp,Debbie Dadey;Marcia Thornton Jones,10.59
Points in Time,Paul Bowles,10.59
JK Rowling's Harry Potter Novels,Philip Nel,10.59
The Twits,Roald Dahl;Simon Callow,10.59
Encyclopedia Brown and the Case of the Treasure Hunt,Donald J. Sobol,10.59
Asylum,John Saul,10.69
The Missionary Position,Christopher Hitchens,10.79
Isis,Douglas Clegg,10.79
What Christians Believe,C. S. Lewis,10.79
The Foundling,Lloyd Alexander,10.79
When Harry Met Sally,Nora Ephron,10.79
Aches & Pains,Maeve Binchy,10.89
Inside Job,Connie Willis,10.89
Kaddish and Other Poems: 1958-1960,Allen Ginsberg,10.89
A Midsummer Night's Dream,William Shakespeare,10.89
In Search of Duende,Federico García Lorca;Norman Thomas Di Giovanni,10.89
Flatland,Edwin Abbott Abbott,10.99
Hemingway and Bailey's Bartending Guide to Great American Writers,Mark Bailey,10.99
Access the Power of Your Higher Self,Elizabeth Clare Prophet,10.99
Cast in Dark Waters,Edward Gorman;Tom Piccirilli,10.99
The Tesla Papers,Nikola Tesla,10.99
Dinner With A Perfect Stranger,David Gregory,10.99
Existential Meditation,Simon Cleveland,10.99
Invisible Residents,Ivan T. Sanderson,10.99
Ministry of Space,Warren Ellis;Chris Weston;Laura DePuy,10.99
Through a Brazen Mirror,Delia Sherman,10.99
The Trouble With Poetry,Billy Collins,11.09
The Sleeping Giant and Other Stories,Eleanor Estes,11.09
Teaching the World's Children,Mary Ashworth;Patricia Wakefield,11.09
The Beloved,Kahlil Gibran;John Walbridge,11.19
Discourse on Method ; and,René Descartes,11.29
Who Was Anne Frank?,Ann Abramson,11.29
"Moby Dick, Or, The White Whale",Herman Melville;Geraldine McCaughrean;Victor G. Ambrus,11.39
Jessica's Bad Idea,Jamie Suzanne;Francine Pascal,11.39
The Missing Piece Meets the Big O,Shel Silverstein,11.39
The Stress-Free Habit,John Perkins,11.39
Death,Neil Gaiman,11.39
The Red Notebook,Paul Auster,11.39
The Eye,Владимир Владимирович Набоков,11.39
Merde Encore!,Genevieve,11.39
The Fatal Eggs,Mikhail Bulgakov;Hugh Aplin,11.39
The QPB companion to The Lord of the rings,Brandon Geist,11.39
Sukhoi Su-27 Flanker,Yefim Gordon;Peter Davison,11.39
Anthem,Ayn Rand,11.49
"Exit the King, The Killer, and Macbett",Eugène Ionesco,11.49
The Hound of the Baskervilles,Sir Arthur Conan Doyle,11.49
The Collected Works of Billy the Kid,Michael Ondaatje,11.49
Plastic Jesus,Poppy Z. Brite,11.49
Billy Budd,Herman Melville,11.59
Introduction to The Philosophy of History,G. W. F. Hegel;Leo Rauch,11.59
Breakfast of Champions,2,11.59
Beowulf,Seamus Heaney,11.59
A Streetcar Named Desire,Tennessee Williams,11.69
Of Mice and Men,John Steinbeck,11.69
Pies & Tarts,John Phillip Carroll,11.79
The Lost Continent,Edgar Rice Burroughs,11.79
Fifty-One Tales,Lord Dunsany;Lin Carter;John Betancourt,11.79
Everything and Nothing,Jorge Luis Borges,11.79
Soups,Norman Kolpas,11.79
Middlemarch,Brian Johnston;Mary Ellen Snodgrass,11.89
Three Tales,Gustave Flaubert;Roger Whitehouse;Geoffrey Wall,11.99
Playing in the Dark,Toni Morrison,11.99
H.G. Wells' Floor Games,H. G. Wells;Barbara A. Turner,11.99
Leadership and the One Minute Manager,Ken Blanchard;Patricia Zigarmi;Drea Zigarmi,12.09
How Angel Peterson Got His Name,Gary Paulsen,12.09
"Young Goodman Brown, and Other Short Stories",Nathaniel Hawthorne,12.09
The Greatest Salesman in the World,Og Mandino,12.09
The Boat of Dreams,Richard Preston,12.09
Dream Country,Neil Gaiman;Kelley Jones;Charles Vess,12.09
What Uncle Sam Really Wants,Noam Chomsky,12.09
The Sense of Wonder,Rachel Carson,12.19
Autobiography of Thomas Jefferson,Thomas Jefferson,12.19
A Long Short War,Christopher Hitchens,12.19
Blink-182,Anne Hoppus,12.19
CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek,12.19
The Littles and the Lost Children,John Peterson,12.19
A Room of One's Own,Virginia Woolf,12.19
Merde!,Genevieve,12.19
CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk,12.19
The Littles and Their Amazing New Friend,John Peterson,12.19
The Children's Book of America,William J. Bennett;Michael Hague,12.19
Juiced,Doug Walsh,12.19
CliffsNotes on Kesey's One Flew Over the Cuckoo's Nest,Bruce Edward Walker,12.19
CliffsNotes on Golding's Lord of the Flies,Maureen Kelly,12.19
The Tales from the Odyssey #1: One-Eyed Giant,Mary Pope Osborne,12.19
Blink-182,Blink-182;Anne Hoppus;Tom Delonge;Mark Hoppus;Travis Barker,12.19
Tales from the Odyssey: The Land of the Dead - Book #2,Mary Pope Osborne,12.19
Sirens and Sea Monsters,Mary Pope Osborne,12.19
More Sideways Arithmetic from Wayside School,Louis Sachar,12.19
The Final Battle,Mary Pope Osborne,12.19
The Brave Women of the Gulf Wars,Karen Zeinert;Mary Miller,12.19
Who Was John F. Kennedy?,Yona Zeldis McDonough;Jill Weber,12.19
The Sword of Welleran,Lord Dunsany,12.19
CliffsNotes on Shakespeare's Macbeth,Alex Went,12.19
Yiddish with Dick and Jane,Ellis Weiner;Barbara Davilman,12.19
The Amen Corner,James Baldwin,12.19
The Eclogues of Virgil,Virgil,12.19
Fat Pig,Neil LaBute,12.19
A Room of One's Own,Virginia Woolf;Susan Gubar,12.19
"H. R. Giger's Retrospective, 1964-1984",H. R. Giger;Käthi Christen;Adrienne Theimer,12.19
Bartleby and Benito Cereno,Herman Melville,12.19
Wicked Dreams,Kingdome 19,12.19
The Real Thing,Tom Stoppard,12.19
The Blazing Center Study Guide,John Piper;Desiring God,12.19
"Lafcadio, the Lion Who Shot Back",Shel Silverstein,12.19
A Christmas Carol,Charles Dickens,12.19
The Trouble with Violet,Anne Mazer,12.19
Violet Makes a Splash,Anne Mazer,12.19
The Gonzo Way,Anita Thompson,12.19
Turtle Island,Gary Snyder,12.19
Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,12.29
The Writing Life,Annie Dillard,12.29
Scary stories 3,Alvin Schwartz,12.29
Things Fall Apart,Chinua Achebe;Sandra Widner,12.29
Mayflower Treasure Hunt,Ron Roy,12.39
Mary,Владимир Владимирович Набоков,12.39
On Certainty,Ludwig Wittgenstein,12.39
Leadership through the ages,Rudolph W. Giuliani,12.49
Dime-store Alchemy,Charles Simic;Joseph Cornell,12.59
The Postman Always Rings Twice,James M. Cain,12.59
Psyche in a Dress,Francesca Lia Block,12.59
Medea,Eurípides;Michael Collier;Georgia Machemer,12.59
Taxi Driver,Paul Schrader,12.59
Toys Go Out,Emily Jenkins,12.59
Death of a Salesman,Arthur Miller,12.69
The Stranger,Albert Camus;Matthew Ward,12.69
Every cloud has a silver lining,Anne Mazer,12.79
Let the Hurricane Roar,Rose Wilder Lane,12.79
Purity,Douglas Clegg,12.79
Drama Of The Gifted,Alice Miller,12.79
Secrets,Francine Pascal;Kate William,12.79
The Time Machine,Herbert George Wells,12.79
"Paris Spleen, 1869",Charles Baudelaire;Charles Pierre Baudelaire,12.79
Owning Your Own Shadow,Robert A. Johnson,12.79
Antigone's Claim,Judith Butler,12.79
Discovering Plato,Alexandre Koyre,12.79
"The Girl, the Dragon, and the Wild Magic",Dave Luckett,12.89
Trapped!,Arthur Roth,12.89
Ancient Greece and the Olympics,Mary Pope Osborne;Natalie Pope Boyce,12.89
Pirates of the Caribbean: Jack Sparrow #3 - the Pirate Chase,Rob Kidd,12.89
The mystery of the missing cat,Gertrude Chandler Warner,12.89
Dewdrops on a Lotus Leaf,Ryōkan;John Stevens,12.99
Star Wars: Empire Volume 5,Various,12.99
The Epic of Gilgamesh,2,12.99
The Treasure Principle,Randy Alcorn,12.99
Why I Write,George Orwell,12.99
Supreme Power,2,12.99
Laura Ingalls Wilder Country,"William Anderson;William T Anderson, Ed.",12.99
In the Name of Jesus,Henri J. M. Nouwen,12.99
Buried Child,Sam Shepard,12.99
Chronicle of a Death Foretold,Gabriel Garcia Marquez,12.99
The Canterville Ghost and Other Stories,Oscar Wilde,12.99
Octopussy,Ian Fleming,12.99
The Transcendence of the Ego,Jean-Paul Sartre,12.99
Seven Nights,Jorge Luis Borges,13.09
A Doll's House,Henrik Ibsen,13.19
Pirates of the Caribbean: The Sword of Cortes - Jack Sparrow #4,Rob Kidd,13.19
The Quiet Little Woman,Louisa May Alcott,13.19
Pygmalion,George Bernard Shaw,13.19
Blind Flight,Hilary Milton,13.19
The Epic of Gilgamesh,Maureen Gallery Kovacs,13.19
The Time Machine,H. G. Wells;Melvin Burgess,13.29
Pirates of the Caribbean: The Siren Song - Jack Sparrow Book #2,Rob Kidd,13.29
The Player's Handbook,Heidi Fleiss;Libby Keatinge,13.29
Posing for Portrait Photography,Jeff Smith,13.39
First Love,Ivan Sergeevich Turgenev,13.39
A Spy In The House Of Love,Anais Nin,13.39
Elephant,Raymond Carver,13.39
The Castle of Otranto,Horace Walpole,13.49
Lao Tzu,Lao-tzu;Ursula K. Le Guin;Jerome P. Seaton,13.49
"Good-bye, Chunky Rice",Craig Thompson,13.49
Attack of the Jaguar,M. A. Harvey,13.49
Quicksand,Nella Larsen,13.49
A guided tour of five works by Plato,Christopher Biffle;Plato,13.49
The First Four Years,Laura Ingalls Wilder,13.59
Discovering God's Will,Sinclair B. Ferguson,13.59
Eric,Terry Pratchett,13.59
Spring's Awakening,Frank Wedekind,13.59
Homeless,Laurie Halse Anderson,13.59
Psychoanalysis and Religion,Erich Fromm,13.59
Invisible Cities,Italo Calvino,13.59
"Development, Geography, and Economic Theory",Paul R. Krugman,13.69
Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio;Janice Cook Knight,13.69
The Passion of Jesus Christ,John Piper,13.69
Something Under the Bed is Drooling,Bill Watterson,13.69
Face Off,Harry Hamernik,13.69
Farmer Giles of Ham,John Ronald Reuel Tolkien,13.69
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson;Vladimir Vladimirovich Nabokov,13.79
CliffsNotes on Dstoevsky's Crime and Punishment,James L. Roberts,13.79
Star Wars: Clone Wars Volume 1 - The Defense of Kamino,Haden Blackman;John Ostrander;Scott Allie; Jan Duursema; Stephen Thompson; Tomas Giorello; Dan Parsons; Ray Krissing,13.79
The Midwife's Apprentice (rpkg),Karen Cushman,13.79
Phaedrus,Plato;Robin Waterfield,13.79
The Story of a Seagull and the Cat who Taught Her to Fly,Luis Sepúlveda;Margaret Sayers Peden;Chris Sheban,13.79
A Universal History of Iniquity,Jorge Luis Borges;Andrew Hurley,13.79
Creating Contagious Leadership,John Hersey,13.79
The Making of Pride and Prejudice,Sue Birtwistle;Susie Conklin,13.79
Rape,Joyce Carol Oates,13.79
Mother God,Sylvia Browne,13.79
Complete Poems,Edgar Allan Poe,13.79
Mozart's Don Giovanni,Wolfgang Amadeus Mozart;Ellen H. Bleiler;Lorenzo Da Ponte,13.79
"Marcovaldo, Or, The Seasons in the City",Italo Calvino,13.79
Batman Gothic,Grant Morrison;Klaus Janson,13.79
Tolstoy: Anna Karenina,Anthony Thorlby,13.79
Weetzie Bat,Francesca Lia Block,13.79
The Jane Austen Cookbook,Maggie Black;Deirdre Le Faye,13.79
Oprah Winfrey,Katherine E. Krohn,13.79
Statesman,Plato,13.79
Angels,Jacqueline Carey,13.79
Intimate Journals,Charles Baudelaire;Christopher Isherwood;W. H. Auden,13.79
The Silent Gondoliers,William Goldman,13.79
Lego Star Wars,Michael Littlefield;Prima Games,13.79
"The Road to War, 1933-1939",Andrew Hunt,13.79
Angels and Demons,Craig Thompson,13.79
Teacher's Pet,Laurie Halse Anderson,13.79
Roverandom,John Ronald Reuel Tolkien,13.79
Six Memos for the Next Millennium,Italo Calvino,13.79
"The Mystery of the Ancient Pyramid (Cairo, Egypt)",Carole Marsh,13.79
Simply Beautiful Beaded Jewelry,Heidi Boyd,13.79
Fell,Warren Ellis;Ben Templesmith,13.79
Tsunamis and Other Natural Disasters,Mary Pope Osborne;Natalie Pope Boyce,13.79
Mrs. Piggle-Wiggle's farm,Betty MacDonald,13.79
Three Stories and a Reflection,Patrick Süskind,13.79
The Story of Mr Sommer,Patrick Süskind;Michael Hofmann,13.79
The Secret Garden Cookbook,Amy Cotler,13.79
The Judy Moody Mood Journal,Megan McDonald,13.79
The Bacchae of Euripides,Wole Soyinka,13.79
Irish Blessings,2,13.79
Chicken Trek,Stephen Manes,13.79
Making a Change for Good,Cheri Huber,13.79
"Super Fast, Out of Control!",Louis Sachar,13.79
Killer 7 Official Strategy Guide,BradyGames,13.79
Heirs of General Practice,John McPhee,13.79
Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb;Stephen E. Flowers,13.79
Middlesex Borough,2,13.79
Geisha,Jodi Cobb;Ian Buruma,13.79
Juneau and Sauk Counties,Jacqueline Ann;Sheila Zenk,13.79
Sebastopol,Western Sonoma County Historical Society,13.79
Lake Orion,James E. Ingram;Lori Grove,13.79
Cypress Gardens,Mary M. Flekke;Sarah E. MacDonald;Randall M. MacDonald,13.79
Center City Philadelphia in the 19th Century,The Print and Photograph Department of the Library Company of Philadelphia,13.79
Selections from the Oakland Tribune Archives,Annalee Allen,13.79
The Journey to the East,Hermann Hesse,13.79
Four Weddings and a Funeral,Richard Curtis,13.79
The BFG,Roald Dahl;David Wood;Jane Walmsley,13.79
The Body Artist,Don DeLillo,13.79
Doc Savage,Kenneth Robeson,13.79
Zen in Your Garden,Jenny Hendy,13.79
The Midnight Mystery (The Boxcar Children Mysteries #95),Gertrude Chandler Warner,13.79
Mitz,Sigrid Nuez,13.79
Ancient Rome and Pompeii,Mary Pope Osborne;Natalie Pope Boyce,13.79
Augustine,Henry Chadwick,13.79
Julius Caesar,William Shakespeare,13.79
Letters to Children,Clive Staples Lewis,13.79
The Golden Country,Shusaku Endo;Shūsaku Endō,13.79
The Pen is Mightier Than the Sword,Anne Mazer,13.79
Another Day in Cubicle Paradise,Scott Adams,13.79
200 Quilt Blocks to Mix & Match,Davina Thomas,13.79
CliffsNotes on Dickens' A Tale of Two Cities,Marie Kalil,13.79
Checkpoint,Nicholson Baker,13.79
The Finer Points of Sausage Dogs,Alexander McCall Smith,13.79
How to Make Money Like a Porn Star,Neil Strauss;Bernard Chang,13.79
Castle Diary,Richard Platt;Chris Riddell,13.79
A Kin of Homecoming,Brian Azzarello;Marcelo Frusin,13.79
Days,Paul Bowles,13.79
The River's Gift,Mercedes Lackey,13.79
Tea with Jane Austen,Kim Wilson,13.79
Jean-Jacques Rousseau and His World,Sir Gavin De Beer,13.79
Jack of Fables,Bill Willingham;Matthew Sturges;Tony Akins;Andrew Pepoy,13.79
The Comfort of Strangers,Ian McEwan,13.79
Trip to the North Pole,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg,13.79
The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,13.79
"See You Around, Sam!",Lois Lowry,13.79
Stay!,Lois Lowry,13.79
Mary Engelbreit's Home Companion,Mary Engelbreit,13.79
CliffsNotes on Shakespeare's Hamlet,Carla Lynn Stockton,13.89
Neon Lit:city of Glass,Bob Callahan,13.89
The Name of the World,Denis Johnson,13.89
Candide,Voltaire,13.89
Reasons to Live,Amy Hempel,13.89
Sylvia,Leonard Michaels,13.89
Shopgirl,Steve Martin,13.99
Another Day in Paradise,Jim Toomey,13.99
Medea,Robinson Jeffers,13.99
The Brief and Frightening Reign of Phil,George Saunders,13.99
The Loftier Way,Blaine M. Yorgason;Brenton G. Yorgason,14.09
Hegel: A Very Short Introduction,Peter Singer,14.09
The Final Solution,Michael Chabon,14.09
"Gunslinger, and Nine Other Action-packed Stories of the Wild West",Edward Gorman,14.09
Gift from the Sea,2,14.19
Drop the Rock,Bill P.;Todd W.;Sara S.,14.19
An Unfortunate Woman,Richard Brautigan,14.19
The Christmas Shoes,Donna VanLiere,14.19
Gabriel García Márquez: One Hundred Years of Solitude,Michael Wood,14.19
Lysistrata,Aristophanes;Sarah Ruden,14.19
"Good-bye Stacey, Good-bye",Ann M. Martin,14.19
Cheetah Girls #2: Shop in the Name of Love,Deborah Gregory;Paul Mantell,14.19
Natural Theology,Emil Brunner;Karl Barth,14.19
The Broken Wings,Kahlil Gibran,14.19
Wookiee Cookies,Robin Davis,14.19
How to Draw Manga,Kazuko Tadano,14.19
Brian's Winter,Gary Paulsen,14.29
"Destroy, She Said",Marguerite Duras,14.29
"Raise High the Roof Beam, Carpenters and Seymour",Jerome David Salinger,14.39
Hunger,Knut Hamsun;George Egerton,14.39
The Cricket in Times Square,George Selden,14.39
Syntactic Structures,Noam Chomsky,14.49
Spire,William Golding,14.49
Borges and the Eternal Orangutans,Luís Fernando Veríssimo;Margaret Jull Costa,14.49
Goodbye Forever,Barbara Conklin,14.49
Rumble Fish,Marcus Romer;S. E. Hinton,14.49
The Southern Haunting of Truman Capote,Marie Rudisill;James Coleman Simmons,14.49
Blubberina,Jahnna N. Malcolm,14.49
Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Rob Kidd,14.49
'I'm Telling You Stories',Helena Grice;Tim Woods,14.59
Safety Behind Bars,Robert Kirkman;Charlie Adlard;Cliff Rathburn,14.59
The New Jessica,Francine Pascal,14.59
The Great and Secret Show,Chris Ryall,14.59
Alone in the Crowd,Francine Pascal,14.59
Leaving the 20th Century,Christopher Gray,14.59
The Best Defense,Robert Kirkman;Charlie Adlard;Cliff Rathburn,14.59
City Eclogue,Ed Roberson,14.59
Number the Stars,Lois Lowry,14.69
The Orange Trees of Versailles,Annie Pietri,14.69
The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),Jess Borgeson;Adam Long;Daniel Singer,14.69
Run,William Sleator,14.69
Beasts,Joyce Carol Oates,14.79
"Teleny, Or, The Reverse of the Medal",Oscar Wilde,14.79
Poetics,Aristotle;Malcolm Heath,14.79
The Function of Criticism,Terry Eagleton,14.79
Forbidden Love,Kate William;Francine Pascal,14.79
Active Literacy Across the Curriculum,Heidi Hayes Jacobs,14.79
The Woman in Black,Susan Hill,14.79
Death of a Salesman,Arthur Miller,14.89
Tuck Everlasting,Natalie Babbitt,14.89
Changeling Storytellers Guide,Mark Hunter;Nancy Schultz-Yetter;Steve Kenson;Ian Lemke;Nicky Rea,14.89
Teleportation: From Star Trek to Tesla,Commander X;Tim Swartz,14.89
Switch Bitch,Roald Dahl,14.99
Three Philosophies of Life,Peter Kreeft,14.99
9-11 [neuf-onze],Noam Chomsky;Institute Professor & Professor of Linguistics (Emeritus) Noam Chomsky,14.99
The Rescue,Gordon Korman,14.99
Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,14.99
The Discovery,Gordon Korman,15.09
Aspects of the Novel,E. M. Forster,15.09
How to Think Theologically,Howard W. Stone;James O. Duke,15.19
Warrior of the Light,Paulo Coelho,15.19
C.G. Jung and Hermann Hesse,Miguel Serrano,15.19
Alcestis,Euripides,15.19
In the Kitchen with Rosie,Rosie Daley,15.19
Tractatus Logico-philosophicus,Ludwig Wittgenstein,15.19
Mary Anne and the Little Princess,Ann M. Martin,15.19
Summer Crossing,Truman Capote;Alan U. Schwartz,15.19
Pnin,Vladimir Vladimirovich Nabokov,15.29
Egyptian Myth: A Very Short Introduction,Geraldine Pinch,15.29
The Polysyllabic Spree,Nick Hornby,15.29
Practicalities,Marguerite Duras,15.29
How Do You Lose Those Ninth-Grade Blues?,Barthe DeClements,15.39
Judy Moody Gets Famous!,Megan McDonald;Peter Reynolds,15.39
The Secret Seven,Enid Blyton,15.39
Stuart Little,Elwyn Brooks White,15.39
"Dear God, Help!!! Love, Earl",Barbara Park,15.39
Euripides,Pantelis Michelakis,15.39
Little Plum,Rumer Godden,15.39
A Midsummer Night's Dream,William Shakespeare,15.39
Critical Studies,Kathleen Parkinson,15.39
New X-Men - Volume 1,2,15.39
Pure Drivel,Steve Martin,15.39
Nine Horses,Billy Collins,15.39
Star Wars: Empire Volume 6 In The Shadows of Their Fathers,Thomas Andrews;Scott Allie;Adriana Melo; Michael LaCombe; Joe Corroney,15.39
